Field,Value
"Bryan Van de Ven,Moritz Schreiber",2
"Bryan Van de Ven,Claire Tang",2
"Bryan Van de Ven,Daniel Danner",2
"hhuuggoo,Hugo",2
"enricapq,Mateusz Paprocki",2
"Bryan Van de Ven,Tabish Chasmawala",2
"Bryan Van de Ven,Kevin Colten",2
"Azaya,Timo Cornelius Metzger",2
"Boris Gorelik,Bryan Van de Ven",2
"hugo,Joseph Cottam",2
"Bryan Van de Ven,Benjamin Zaitlen",2
"jburgy,Bryan Van de Ven",2
"jlstevens,Bryan Van de Ven",2
"joel.hull@continuum.io,Hugo",2
"hugo,hhuuggoo",2
"alhoo,Bryan Van de Ven",2
"bokeh-integrations,Bryan Van de Ven",2
"bcollins,fpliger",2
"Havoc Pennington,bcollins",2
"Iury Dias Piva,Timo Cornelius Metzger",2
"Ian Thomas,Bryan Van de Ven",2
"HuntJSparra,Jean-Luc Stevens",2
"LilaHickey,Mateusz Paprocki",2
"Luke Canavan,Jeff Zhang",2
"Jean-Luc Stevens,HuntJSparra",2
"Phillip Cloud,Mateusz Paprocki",2
"Sarah Bird,Havoc Pennington",2
"Sahat Yalkabov,Hugo",2
"Pratap Vardhan,Bryan Van de Ven",2
"Joseph Cottam,hugo",2
"Hugo,hhuuggoo",2
"Sarah Bird,Joseph Crail",2
"Havoc Pennington,Sarah Bird",2
"Timo Cornelius Metzger,Mateusz Paprocki",2
"Sarah Heim,Bryan Van de Ven",2
"Karen Poon,Mateusz Paprocki",2
"Karan Dodia,Tabish Chasmawala",2
"Nimish Bongale,Bryan Van de Ven",2
"Maggie-M,Sarah Bird",2
"Maggie Mari,Hugo",2
"M4urice,Bryan Van de Ven",2
"Mateusz Paprocki,henricryden",2
"Maggie-M,Havoc Pennington",2
"Nick Roth,Sarah Bird",2
"Maggie-M,Fabio Pliger",2
"Maggie Mari,Maggie-M",2
"Mateusz Paprocki,Maggie-M",2
"Mateusz Paprocki,Ian Thomas",2
"Maggie-M,Maggie Mari",2
"muendlein,Mateusz Paprocki",2
"Almar Klein,lcanavan",2
"Ammar Najjar,Bryan Van de Ven",2
"lcanavan,Sarah Bird",2
"Alex,Bryan Van de Ven",2
"Adam Kasperowicz,Mateusz Paprocki",1
"Alexandre Hannud Abdo,Bryan Van de Ven",1
"Almar Klein,Claire Tang",1
"Almar Klein,Maggie-M",1
"Almar Klein,Sarah Bird",1
"Almar Klein,damianavila",1
"Andy Zhu,Almar Klein",1
"Ari Hartikainen,Bryan Van de Ven",1
"Arnaud Tsombeng,Bryan Van de Ven",1
"lcanavan,damianavila",1
"mattpap,Mateusz Paprocki",1
"pzwang,Hugo",1
"sam,S.Hughes",1
"shughes-uk,damianavila",1
"shughes.uk@gmail.com,Bryan Van de Ven",1
"stonebig,Bryan Van de Ven",1
"Mateusz Paprocki,3dprintscanner",1
"Mateusz Paprocki,Andy Zhu",1
"Mateusz Paprocki,Claire Tang",1
"Mateusz Paprocki,Fabien Benureau",1
"Mateusz Paprocki,Fabien C. Y. Benureau",1
"Mateusz Paprocki,Icoti",1
"Mateusz Paprocki,Jean-Luc Stevens",1
"Mateusz Paprocki,Joseph Cottam",1
"Mateusz Paprocki,Kevin Colten",1
"Mateusz Paprocki,Maggie Mari",1
"Mateusz Paprocki,Martin Fleischmann",1
"Mateusz Paprocki,Nicolas Leclercq",1
"Mateusz Paprocki,Paddy Mullen",1
"Mateusz Paprocki,Raffs",1
"Mateusz Paprocki,Samuel Brice",1
"Mateusz Paprocki,Seth Rothschild",1
"Mateusz Paprocki,Timo Cornelius Metzger",1
"Mateusz Paprocki,enricapq",1
"Maggie-M,Lila Hickey",1
"Maggie-M,Nick Roth",1
"Maggie-M,Pavlo Andriychenko",1
"Maggie-M,Peter Wang",1
"Maggie-M,damianavila",1
"Maggie-M,hugo",1
"Mateusz Paprocki,g-parki",1
"Mateusz Paprocki,gabalafou",1
"Mateusz Paprocki,muendlein",1
"Matthew Willis,Bryan Van de Ven",1
"Maxime Liquet,Mateusz Paprocki",1
"Min ho Kim,Mateusz Paprocki",1
"Moritz Schreiber,Bryce Kalmbach",1
"Moritz Schreiber,Mateusz Paprocki",1
"Moritz Schreiber,Timo Cornelius Metzger",1
"Nathan Taylor,Mateusz Paprocki",1
"Nicholas Roth,Nick Roth",1
"Luke Canavan,fpliger",1
"Luke Canavan,jfrydendall",1
"Luke Canavan,mistakevin",1
"Luke Canavan,mondainai",1
"Maggie Mari,Amy Troschinetz",1
"Maggie Mari,hugo",1
"Maggie-M,Almar Klein",1
"Maggie-M,Antoine Pitrou",1
"Nick Roth,Nicholas Roth",1
"Paddy Mullen,Carlos Cardenas",1
"Paddy Mullen,Charles Flynn",1
"Paddy Mullen,Julia Evans",1
"Paddy Mullen,Maggie Mari",1
"Paddy Mullen,Mateusz Paprocki",1
"Paddy Mullen,hhuuggoo",1
"Paddy Mullen,hugo",1
"Karan Dodia,Joseph Cottam",1
"Karan Dodia,damianavila",1
"KasperPRasmussen,kpr",1
"Kevin Colten,Bryan Van de Ven",1
"LilaHickey,damianavila",1
"Luke Canavan,Havoc Pennington",1
"Luke Canavan,Maggie-M",1
"PatChizzy,Timo Cornelius Metzger",1
"Paul Nguyen,Carolyn Hulsey",1
"Pavithra Eswaramoorthy,Aditya Jetely",1
"Pavithra Eswaramoorthy,tcmetzger",1
"Peter H. Li,Joseph Cottam",1
"Peter Wang,Joseph Cottam",1
"Peter Wang,Maggie Mari",1
"Peter Wang,Mateusz Paprocki",1
"Peter Wang,damianavila",1
"Phillip Cloud,Bryan Van de Ven",1
"Ivan Krukov,Bryan Van de Ven",1
"Jack Beanland,Cédric Bouysset",1
"James A. Bednar,Bryan Van de Ven",1
"Jeroen Van Goey,marcuskd",1
"John F. Burkhart,Luke Canavan",1
"John Kirkham,Bryan Van de Ven",1
"Joseph Cottam,Karan Dodia",1
"Joseph Cottam,Peter Wang",1
"Julia Signell,Bryan Van de Ven",1
"Raffs,Mateusz Paprocki",1
"Raghav,Bryan Van de Ven",1
"Raghav,Mateusz Paprocki",1
"Sarah Bird,Fabien C. Y. Benureau",1
"Sarah Bird,HuntJSparra",1
"Sarah Bird,Julia Signell",1
"Sarah Bird,Kevin Colten",1
"Hugo,dev_hacks",1
"Hugo,joel.hull@continuum.io",1
"Hugo,serverhacks",1
"HuntJSparra,EJEP",1
"Ionel Cristian Mărieș,Almar Klein",1
"Iury Dias Piva,Bryan Van de Ven",1
"Sarah Bird,Steven C. Howell",1
"Sourav Singh,Bryan Van de Ven",1
"Steffen Schröder,Mateusz Paprocki",1
"Steven C. Howell,Bryan Van de Ven",1
"Tabish Chasmawala,LilaHickey",1
"Tabish Chasmawala,hugo",1
"Thomas Kientz,zoeangell",1
"Thomas PEDOT,HuntJSparra",1
"Franz Wöllert,enricapq",1
"Garrett Berg,Bryan Van de Ven",1
"Geoffrey Stoel,Bryan Van de Ven",1
"Havoc Pennington,Joseph Crail",1
"Havoc Pennington,Luke Canavan",1
"Havoc Pennington,Maggie-M",1
"Havoc Pennington,Nick Roth",1
"Hugo,Federico Frenguelli",1
"Hugo,Maggie Mari",1
"Timo Cornelius Metzger,Moritz Schreiber",1
"Yash Pratapwar,Bryan Van de Ven",1
"bcollins,Bryan Van de Ven",1
"code-review-doctor,Bryan Van de Ven",1
"colin fang,Kevin Colten",1
"Bryan Van de Ven,samr85",1
"Bryan Van de Ven,shughes-uk",1
"Charles Flynn,Paddy Mullen",1
"Christine Doig,Bryan Van de Ven",1
"Claire Tang,Almar Klein",1
"Corey Ducharme,Luke Canavan",1
"Dave Hirschfeld,Mateusz Paprocki",1
"Fabien Benureau,Mateusz Paprocki",1
"Fabio Pliger,Sarah Bird",1
"damianavila,Almar Klein",1
"damianavila,Amy Troschinetz",1
"damianavila,Luke Canavan",1
"damianavila,Phillip Cloud",1
"damianavila,Tabish Chasmawala",1
"damianavila,lcanavan",1
"damianavila,shughes-uk",1
"dependabot[bot],Mateusz Paprocki",1
"dev_hacks,Hugo",1
"Bryan Van de Ven,Tim Snyder",1
"Bryan Van de Ven,alhoo",1
"Bryan Van de Ven,aseyboldt",1
"Bryan Van de Ven,dependabot[bot]",1
"Bryan Van de Ven,g-parki",1
"Bryan Van de Ven,mondainai",1
"Bryan Van de Ven,pzwang",1
"Bryan Van de Ven,Richard Postelnik",1
"Bryan Van de Ven,Stefan van der Walt",1
"Bryan Van de Ven,Steffen Schröder",1
"enricapq,Franz Wöllert",1
"fpliger,Mateusz Paprocki",1
"g-parki,Mateusz Paprocki",1
"gabalafou,Mateusz Paprocki",1
"gregorydillon,Bryan Van de Ven",1
"gryBox,Bryan Van de Ven",1
"harmbuisman,Mateusz Paprocki",1
"henricryden,Mateusz Paprocki",1
"hhuuggoo,Paddy Mullen",1
"Bryan Van de Ven,Fedor Baart",1
"Bryan Van de Ven,Franz Wöllert",1
"Bryan Van de Ven,Ivan Usov",1
"Bryan Van de Ven,Jean-Luc Stevens",1
"Bryan Van de Ven,Julia Signell",1
"Bryan Van de Ven,Lila Hickey",1
"Arpita kesharwani,Mateusz Paprocki",1
"Brittain Hard,Bryan Van de Ven",1
"Bryan Van de Ven,Ammar Najjar",1
"Bryan Van de Ven,Amy Troschinetz",1
"Bryan Van de Ven,David Warde-Farley",1
"Bryan Van de Ven,Eric Ma",1
"Bryan Van de Ven,Eugene Petkevich",1
"hugo,Peter Wang",1
"jakirkham,Maggie-M",1
"jaqueramaphan,Mateusz Paprocki",1
"lcanavan,Almar Klein",1
"lcanavan,Bryan Van de Ven",1
"3dprintscanner,Maciej J",1
"‮zlohhcuB treboR,Bryan Van de Ven",1
,
Committer Timezone Distribution,Unique Timezones: 17
Timezone,Commits
+00:00,365
+01:00,2064
+02:00,2101
+03:00,9
+03:30,1
+05:30,28
+08:00,26
+09:00,1
+10:00,4
-02:00,19
-03:00,1467
-04:00,2142
-05:00,5717
-06:00,3367
-07:00,2363
-08:00,1069
-10:00,2
,
Contributors Experience,Average across 20123 files: 92.15%
File,Top Contributor Share (%)
bokeh/geoms.py,100.00
bokeh/pandas_plot_data.py,100.00
ggplot_notes.txt,100.00
notes.txt,100.00
tests/auto-mpg.csv,100.00
tests/auto-mpg.data,100.00
tests/auto-mpg.data2,100.00
tests/one.py,100.00
tests/tools.py,100.00
tests/two.py,100.00
