Field,Value
Commits Overview,
Total Commits,10892
Total Unique Authors,565
,
Top 10 Contributors,
Author,Commits
Maximilian Hils,14108
Aldo Cortesi,10421
Thomas Kriechbaumer,3245
Manuel Meitinger,609
Matthew Shao,484
autofix-ci[bot],473
Jason,381
dependabot[bot],376
Shadab Zafar,368
Clemens,252
,
Communication Events,Total: 1292
"Author1,Author2",Events
"Aldo Cortesi,Maximilian Hils",143
"Maximilian Hils,Aldo Cortesi",114
"Aldo Cortesi,Thomas Kriechbaumer",112
"Maximilian Hils,Thomas Kriechbaumer",86
"Thomas Kriechbaumer,Maximilian Hils",71
"Thomas Kriechbaumer,Aldo Cortesi",57
"Ujjwal Verma,Maximilian Hils",25
"Maximilian Hils,Manuel Meitinger",23
"Maximilian Hils,mitmproxy release bot",22
"Shadab Zafar,Maximilian Hils",19
"Clemens,Maximilian Hils",17
"Maximilian Hils,autofix-ci[bot]",16
"Maximilian Hils,Shadab Zafar",12
"Robert Xiao,Maximilian Hils",12
"Matthew Shao,Maximilian Hils",12
"Maximilian Hils,Ujjwal Verma",11
"Maximilian Hils,Matthew Shao",10
"Manuel Meitinger,Maximilian Hils",10
"Martin Plattner,Maximilian Hils",10
"Maximilian Hils,Clemens",9
"Maximilian Hils,dependabot[bot]",9
"Aldo Cortesi,Jim Shaver",8
"Shadab Zafar,Thomas Kriechbaumer",8
"Maximilian Hils,Jason",8
"mitmproxy release bot,Maximilian Hils",7
"Maximilian Hils,gorogoroumaru",7
"sanlengjingvv,Maximilian Hils",6
"dependabot[bot],Maximilian Hils",6
"Henrique,Maximilian Hils",6
"David Shaw,davidpshaw",6
"Shadab Zafar,Aldo Cortesi",6
"Chris Czub,Maximilian Hils",5
"Maximilian Hils,Martin Plattner",5
"Stephen Altamirano,Aldo Cortesi",5
"Maximilian Hils,Fabio Valentini",5
"Marcelo Glezer,Maximilian Hils",5
"Henrik Nordstrom,Aldo Cortesi",5
"Brad Peabody,Maximilian Hils",5
"requires.io,Maximilian Hils",5
"Aldo Cortesi,luz.paz",4
"Thomas Kriechbaumer,Kyle Morton",4
"Rouli,Aldo Cortesi",4
"Thomas Kriechbaumer,Ujjwal Verma",4
"Thomas Kriechbaumer,requires.io",4
"BkPHcgQL3V,Jesson Soto Ventura",4
"Ujjwal Verma,Thomas Kriechbaumer",4
"luz.paz,Aldo Cortesi",4
"Aldo Cortesi,Henrik Nordstrom",4
"sanlengjingvv,Thomas Kriechbaumer",4
"alts,Aldo Cortesi",4
"Matteo Luppi,Maximilian Hils",4
"root,Maximilian Hils",4
"Anne Borcherding,Thomas Kriechbaumer",4
"Brad Dixon,Maximilian Hils",3
"Alexander Prinzhorn,Maximilian Hils",3
"Marcelo Glezer,Shadab Zafar",3
"Youhei Sakurai,Maximilian Hils",3
"Maximilian Hils,Legend Tang",3
"vzvu3k6k,Maximilian Hils",3
"Jakub Wądołowski,Matteo Luppi",3
"Sahn Lam,Aldo Cortesi",3
"Shiva,Thomas Kriechbaumer",3
"Thomas Kriechbaumer,Will Coster",3
"Gaurav Jain,Maximilian Hils",3
"Peter Dave Hello,Maximilian Hils",3
"Michael McKeirnan,Maximilian Hils",3
"HereC,Maximilian Hils",3
"Maximilian Hils,Henrique",3
"oscure76,Aldo Cortesi",3
"Kyle Morton,Thomas Kriechbaumer",3
"MatthewShao,Matthew Shao",3
"Alex Gershberg,Alexander Prinzhorn",3
"Maximilian Hils,Matteo Luppi",3
"Sachin Kelkar,Maximilian Hils",3
"Ryan Welton,Marcelo Glezer",3
"Thomas Kriechbaumer,Shadab Zafar",3
"Nikos Filippakis,Aldo Cortesi",3
"Ulrich Petri,Aldo Cortesi",3
"nish21,Thomas Kriechbaumer",2
"Aldo Cortesi,Ulrich Petri",2
"Aldo Cortesi,Thomas Roth",2
"Aldo Cortesi,Shadab Zafar",2
"Aldo Cortesi,Chandler Abraham",2
"Yoann L,Maximilian Hils",2
"kjy00302,Maximilian Hils",2
"Peter Dave Hello,Anatoli Babenia",2
"Maximilian Hils,kjy00302",2
"israel,Aldo Cortesi",2
"elitest,Maximilian Hils",2
"lymanZerga11,Thomas Kriechbaumer",2
"lymanZerga11,Maximilian Hils",2
"Sujal Singh,Maximilian Hils",2
"David Weinstein,Thomas Kriechbaumer",2
