Field,Value
Commits Overview,
Total Commits,8222
Total Unique Authors,624
,
Top 10 Contributors,
Author,Commits
absidue,3090
Preston,1809
dependabot[bot],1682
ChunkyProgrammer,1182
Jason,766
PikachuEXE,690
J. Lavoie,330
Svallinn,278
Luca,255
Hosted Weblate,236
,
Communication Events,Total: 1155
"Author1,Author2",Events
"ChunkyProgrammer,absidue",118
"dependabot[bot],absidue",32
"Preston,Luca",21
"absidue,dependabot[bot]",21
"Luca,Preston",20
"absidue,PikachuEXE",18
"PikachuEXE,absidue",16
"absidue,ChunkyProgrammer",15
"ChunkyProgrammer,Hosted Weblate",15
"Jeff Huang,jsf",11
"absidue,Hosted Weblate",11
"Jason,absidue",11
"PikachuEXE,ChunkyProgrammer",9
"Preston,Cadence Ember",9
"ChunkyProgrammer,PikachuEXE",9
"dependabot[bot],PikachuEXE",8
"Kyotaro Iijima,maboroshin",8
"PikachuEXE,dependabot[bot]",8
"Emma,absidue",8
"Cadence Ember,Preston",7
"J. Lavoie,Massimo Pissarello",7
"PikachuEXE,Jason",7
"jsf,Jeff Huang",7
"Jason,PikachuEXE",7
"tayloraviets,Preston",6
"maboroshin,Kyotaro Iijima",6
"absidue,Jason",6
"Robin Drost,J. Lavoie",6
"Soham Patil,Jason",5
"absidue,Emma",5
"J. Lavoie,Robin Drost",5
"absidue,Preston",5
"absidue,J. Lavoie",5
"absidue,Fjuro",5
"Emma,dependabot[bot]",4
"Preston,Mykyta Poturai",4
"Preston,d43m0nhLInt3r",4
"ChunkyProgrammer,bob1520",4
"gallegonovato,The Cats",4
"DontBlameMe99,efb4f5ff-1298-471a-8973-3d47447115dc",4
"י. פל,Yaron Shahrabani",4
"Simon Epstein,petaded",4
"ChunkyProgrammer,Massimo Pissarello",4
"ChunkyProgrammer,Oğuz Ersen",4
"absidue,Jeff Huang",4
"absidue,OothecaPickle",4
"ChunkyProgrammer,Jason",4
"ChunkyProgrammer,Fjuro",4
"ChunkyProgrammer,dependabot[bot]",4
"PikachuEXE,Preston",4
"Mykyta Poturai,Preston",4
"dependabot[bot],Jason",3
"mapi68,J. Lavoie",3
"ssantos,Hiers",3
"dependabot[bot],PrestonN",3
"jsf,Preston",3
"dependabot[bot],Emma",3
"Yaron Shahrabani,י. פל",3
"Violet Rose,Preston",3
"absidue,GLEBR1K",3
"absidue,Aiz",3
"The Cats,gallegonovato",3
"ChunkyProgrammer,Rex_sa",3
"Vin,Темак",3
"Preston,jsf",3
"Rusi Dimitrov,absidue",3
"Samwid -,Abdulziz",3
"Sandyran,Allan Nordhøy",3
"ChunkyProgrammer,PrestonN",3
"MΛX,Артём Котлубай",3
"Preston,Svallinn",3
"PikachuEXE,PrestonN",3
"Malik,J. Lavoie",3
"J. Lavoie,Dragibus Noir",3
"Ghost of Sparta,summoner001",3
"Темак,Vin",3
"Артём Котлубай,MΛX",3
"turquoise,Yaron Shahrabani",3
"Abdulziz,Samwid -",3
"99 efi,summoner001",3
"absidue,Rex_sa",2
"John Doe,Preston",2
"JonahFoster,github-actions[bot]",2
"absidue,Priit Jõerüüt",2
"absidue,PrestonN",2
"Kauã Azevedo,gallegonovato",2
"absidue,NEXI",2
"absidue,Milo Ivir",2
"absidue,Massimo Pissarello",2
"dependabot[bot],efb4f5ff-1298-471a-8973-3d47447115dc",2
"dependabot[bot],Luca Hohmann",2
"PikachuEXE,Emma",2
"Synkky,Luca",2
"d1c0n,lucanomax",2
"constraintAutomaton,PrestonN",2
"efb4f5ff-1298-471a-8973-3d47447115dc,Jason",2
"Phil's Git repository,absidue",2
"Dragibus Noir,J. Lavoie",2
"absidue,大王叫我来巡山",2
"absidue,summoner001",2
"Preston,John Doe",2
"ChunkyProgrammer,Tixa El Nou",2
"Preston,Filip Czaplicki",2
"James Gundlach,Preston",2
"Jason,ChunkyProgrammer",2
"ChunkyProgrammer,gallegonovato",2
"gallegonovato,J. Lavoie",2
"Jason,dependabot[bot]",2
"ChunkyProgrammer,summoner001",2
"efb4f5ff-1298-471a-8973-3d47447115dc,PikachuEXE",2
"Preston,Allan Nordhøy",2
"chiak597,alium",2
"absidue,Eder Etxebarria Rojo",2
"Milu,Preston",2
"absidue,Ghost of Sparta",2
"My Random Thoughts,J. Lavoie",2
"absidue,Gideon Wentink",2
"Max,Rusi Dimitrov",2
"Massimo Pissarello,absidue",2
"Massimo Pissarello,J. Lavoie",2
"Oğuz Ersen,MertComert",2
"Oğuz Ersen,ChunkyProgrammer",2
"absidue,Luca Hohmann",2
"The Cats,André Marcelo Alvarenga",2
"Ophiushi,Dragibus Noir",2
"Markus Gaugg,Ettore Atalan",2
"OothecaPickle,absidue",2
"Yaron Shahrabani,turquoise",2
"Jiri Grönroos,ChunkyProgrammer",2
"PikachuEXE,Soham Patil",2
"Luca Hohmann,max",2
"Wazif Rétif,Dragibus Noir",2
"Luca Hohmann,Sven G",2
"Luca Hohmann,Preston",2
"Luca Hohmann,Luca",2
"OothecaPickle,Jason",2
"absidue,Jose Delvani",2
"Luca,tayloraviets",2
"Luca,Svallinn",2
"Nikita Epifanov,Preston",2
"Odin,Allan Nordhøy",2
"Tixa El Nou,absidue",2
"ChunkyProgrammer,Emma",2
"ChunkyProgrammer,Eric",2
"Luca De Falco,lucanomax",2
"ssantos,J. Lavoie",2
"Svallinn,Luca Hohmann",2
"Cody Sechelski,ChunkyProgrammer",2
"Goku,absidue",2
"Sveinn í Felli,absidue",2
"Ettore Atalan,Markus Gaugg",2
"Preston,Laptop Duane",2
"J. Lavoie,mapi68",2
"Eric,J. Lavoie",2
"Adrián López Galera,max",2
"Hiers,ssantos",2
"Airradda,Preston",2
"Cristi Ciobanu,Nick Sabia",2
"Aiz,absidue",2
"Егор Ермаков,Темак",2
"Alexthegib,Preston",2
"Grzegorz Wójcicki,Preston",2
"Preston,ovari",2
"PrestonN,dependabot[bot]",2
"PikachuEXE,Svallinn",2
"J. Lavoie,Cloud Esp",2
"Preston,dependabot[bot]",2
"Fjuro,absidue",2
"lucanomax,Luca De Falco",2
"summoner001,ovari",2
"summoner001,absidue",2
"summoner001,99 efi",2
"syncng,Preston",2
"The Cats,ChunkyProgrammer",1
"Preston,mere",1
"Rusi Dimitrov,J. Lavoie",1
"Rusi Dimitrov,Max",1
"The Cats,Logan",1
"Preston,maboroshin",1
"Preston,lucanomax",1
"WaldiS,absidue",1
"Sai Deepesh,Svallinn",1
"absidue,Grzegorz Wójcicki",1
"SC,Miguel",1
"SC,Sérgio Marques",1
"Sai Deepesh,Preston",1
"absidue,Jai A P",1
"Sai Deepesh,Ira ¯\_(ツ)_/¯",1
"SM2010,gallegonovato",1
"The Cats,Nicole Richwine",1
"Thomas Dickson,J. Lavoie",1
"The Cats,max",1
"Saeid Eslami,Ramin Zare",1
"Sai Deepesh,Cadence Ember",1
"Riki Shinozaki,absidue",1
"Preston,gallegonovato",1
"Sérgio Marques,Sergio Marques",1
"SteveO,efb4f5ff-1298-471a-8973-3d47447115dc",1
"T-vK,Preston",1
"TDDR,Duane Jaspers",1
"Sergio Varela,Kauã Azevedo",1
"Sergio Marques,Sérgio Marques",1
"Taro Tanaka,Kyotaro Iijima",1
"ChunkyProgrammer,NEXI",1
"absidue,Florent",1
"ChunkyProgrammer,efb4f5ff-1298-471a-8973-3d47447115dc",1
"Sergio Marques,SC",1
"Sedative,Егор Ермаков",1
"Seb,Svallinn",1
"ChunkyProgrammer,ovari",1
"Scott Anecito,maboroshin",1
"Sandyran,absidue",1
"Tetsuro Shimazaki,Kyotaro Iijima",1
"ChunkyProgrammer,大王叫我来巡山",1
