Field,Value
Commits Overview,
Total Commits,3177
Total Unique Authors,162
,
Top 10 Contributors,
Author,Commits
Andrew Tavis McAllister,7419
tosta,726
lucianmurmurache,424
Mahendra sai Divi,412
github-actions[bot],258
Thomas,190
Matt Burnett,186
cquinn540,165
thiagogquinto,159
jennethydyrova,157
,
Communication Events,Total: 723
"Author1,Author2",Events
"tosta,Andrew Tavis McAllister",54
"Felipe Archanjo,Andrew Tavis McAllister",37
"Andrew Tavis McAllister,tosta",37
"Matt Burnett,Andrew Tavis McAllister",21
"Andrew Tavis McAllister,luuu-xu",19
"Andrew Tavis McAllister,Matt Burnett",18
"Ahmet,Andrew Tavis McAllister",16
"hoppi,andrewtavis",16
"YoSoyAlexElPine,Andrew Tavis McAllister",15
"kurtisolo,Andrew Tavis McAllister",15
"cquinn540,Andrew Tavis McAllister",13
"luuu-xu,Andrew Tavis McAllister",13
"José Rigoberto Salas Chacón,Andrew Tavis McAllister",12
"Rengaraj R,Andrew Tavis McAllister",11
"Andrew Tavis McAllister,momanyisamuel",11
"momanyisamuel,Andrew Tavis McAllister",11
"github-actions[bot],Andrew Tavis McAllister",10
"Andrew Tavis McAllister,thiagogquinto",9
"tosta,thiagogquinto",9
"dependabot[bot],Andrew Tavis McAllister",8
"Andrew Tavis McAllister,dependabot[bot]",8
"Rufaida,Andrew Tavis McAllister",7
"GOWTHAM2K1,Andrew Tavis McAllister",7
"Andrew Tavis McAllister,kurtisolo",7
"Andrew Tavis McAllister,Felipe Archanjo",7
"kurtisolo,tosta",7
"lucianmurmurache,Andrew Tavis McAllister",7
"progressive-galib,Mahfuzullah Galib",7
"bharath637462,Andrew Tavis McAllister",6
"Andrew Tavis McAllister,Mahendra sai Divi",6
"Andrew Tavis McAllister,github-actions[bot]",6
"Sean Leong,Andrew Tavis McAllister",6
"anthonyshibitov,Andrew Tavis McAllister",6
"TeddyGavi,Andrew Tavis McAllister",6
"Vinny,Andrew Tavis McAllister",6
"Andrew Tavis McAllister,nicoMaz",5
"Bharathkumarramesh,tosta",5
"thiagogquinto,tosta",5
"bmartins,Andrew Tavis McAllister",4
"wkyoshida,Andrew Tavis McAllister",4
"Hasteerp,progressive-galib",4
"Iago Carmona,Andrew Tavis McAllister",4
"Esslam,Andrew Tavis McAllister",4
"Mradosi,Rohith Ramanathan",4
"Andrew Tavis McAllister,Sean Leong",4
"Abhi-Bohora,Andrew Tavis McAllister",4
"Andrew Tavis McAllister,anthonyshibitov",4
"Andrew Tavis McAllister,cquinn540",4
"mahasultan,Andrew Tavis McAllister",4
"Aasim Syed,aasim",3
"Andrew Tavis McAllister,sayi",3
"Andrew Tavis McAllister,matthias.polkehn",3
"Andrew Tavis McAllister,lucianmurmurache",3
"Andrew Tavis McAllister,dinabandhu",3
"Andrew Tavis McAllister,Zwnow",3
"Andrew Tavis McAllister,Ahmet",3
"Andrew Tavis McAllister,GOWTHAM2K1",3
"Andrew Tavis McAllister,Burak Özmen",3
"Andrew Tavis McAllister,Iago Carmona",3
"Amelia,Andrew Tavis McAllister",3
"Tanya Kharitonovich,Burak Özmen",3
"thiagogquinto,Andrew Tavis McAllister",3
"5ud03r5,Andrew Tavis McAllister",3
"andrewtavis,Andrew Tavis McAllister",3
"Ettore Atalan,Natalia N",3
"Andrew Tavis McAllister,Sam.Donovan",2
"dependabot[bot],tosta",2
"lguaregua,Andrew Tavis McAllister",2
"Shahad,mahasultan",2
"github-actions[bot],tosta",2
"dependabot[bot],Ares",2
"rigojr,José Rigoberto Salas Chacón",2
"purupurupu,Andrew Tavis McAllister",2
"tosta,Vinny",2
