Project_Name,Author,Mean_Commit_Time,Total_Code_Churn,Average_Daily_Code_Churn,Average_Daily_Num_Commits,Total_Commits
FreeTube,dabuside,208.4374149659864,13818,98.7,2.557142857142857,358
FreeTube,efb4f5ff-1298-471a-8973-3d47447115dc,235.76785714285714,457,32.642857142857146,2.4285714285714284,34
FreeTube,gallegonovato,119.30999999999999,349,17.45,2.3,46
FreeTube,jmunro,388.6,72,7.2,2.1,21
FreeTube,jsf,10.097222222222223,948,39.5,2.1666666666666665,52
FreeTube,maboroshin,297.26190476190476,18,2.5714285714285716,3.0,21
FreeTube,mogax,77.69047619047619,403,28.785714285714285,2.7857142857142856,39
FreeTube,predystopic-dev,142.37375766594516,69927,546.3046875,4.9609375,635
GPT-SoVITS,KamioRinn,186.7,136586,13658.6,2.1,21
GPT-SoVITS,RVC-Boss,78.64237917977714,226615,4624.7959183673465,7.040816326530612,345
Hunyuan3D-2,Zeqiang-Lai,67.51904761904761,1402,200.28571428571428,5.714285714285714,40
Instagram-AI-Agent,David Patrick Chuks,106.125,11288,2822.0,6.0,24
Jarvis,Ander Raso Vázquez,38.652678571428574,961,240.25,9.25,37
Jarvis,Arpit Choudhary,118.79305555555555,899,74.91666666666667,3.5833333333333335,43
Jarvis,Kieren,67.5111111111111,566,94.33333333333333,4.333333333333333,26
Jarvis,Lukas Heffner,85.75333333333333,766,153.2,6.4,32
Jarvis,Methenitis,30.34375,147,36.75,6.75,27
Jarvis,Milind Sharma,0.0,210,210.0,20.0,20
Jarvis,Philipp Hofmann,68.53382663847779,3424,342.4,7.4,74
Jarvis,StefanosChaliasos,132.725,1725,215.625,4.375,35
Jarvis,aazuspan,0.0,338,112.66666666666667,10.333333333333334,31
Jarvis,appi147,55.30300453514739,1245,59.285714285714285,4.9523809523809526,104
Jarvis,evidencebp,28.96150793650794,404,67.33333333333333,14.166666666666666,85
Jarvis,gianniskokkosis,44.95,282,56.4,4.6,23
Jarvis,mhoffmann1,33.13461538461539,2461,94.65384615384616,3.3846153846153846,88
LLaMA-Factory,BUAADreamer,113.6888888888889,13291,781.8235294117648,5.117647058823529,87
LLaMA-Factory,hoshi-hiyouga,108.18649358037902,128948,399.21981424148606,5.356037151702786,1730
LatentSync,Chunyu Li,18.825,232920,14557.5,3.125,50
Motrix,Dr_rOot,72.11920651602732,76887,444.4335260115607,4.705202312138728,814
OpenManus,Zhaoyang Yu,114.52222222222223,252,84.0,7.0,21
OpenManus,liangxinbing,173.56416666666667,6402,640.2,4.3,43
OpenManus,xiangjinyu,33.91547619047619,1964,491.0,7.75,31
Real-Time-Voice-Cloning,Corentin Jemine,166.77714285714285,13790,250.72727272727272,2.8727272727272726,158
TinyZero,Jiayi Pan,222.11159420289854,1540,308.0,9.0,45
UI-TARS-desktop,Charles,201.52272727272728,11371,1033.7272727272727,2.909090909090909,32
YuE,Ruibin Yuan,83.4420634920635,53,5.888888888888889,5.888888888888889,53
YuE,a43992899,67.31176470588235,405,101.25,7.75,31
YuE,hf-lin,99.07272727272728,54918,10983.6,4.2,21
Zonos,Gabriel de Maeztu,129.3761904761905,1592,530.6666666666666,10.0,30
Zonos,sekstini,231.19047619047618,3417,488.14285714285717,3.7142857142857144,26
activist,Andreas Reischuck,36.93703703703704,2317,231.7,3.6,36
activist,Andrew Tavis McAllister,121.98722137623959,382281,1487.4747081712062,4.392996108949417,1129
activist,Felipe Archanjo,31.81904761904762,1019,145.57142857142858,5.428571428571429,38
activist,Jaret Burkett,103.36904761904762,19997,1428.357142857143,3.0714285714285716,43
activist,José Rigoberto Salas Chacón,31.641666666666666,1739,217.375,3.5,28
activist,Lucian Murmurache,18.044444444444444,372,31.0,4.333333333333333,52
activist,Pablo Winant,346.3888888888889,1715,285.8333333333333,3.3333333333333335,20
activist,Sean Leong,39.833333333333336,2000,133.33333333333334,2.466666666666667,37
activist,cquinn540,22.38203463203463,9214,837.6363636363636,4.181818181818182,46
activist,kurtisolo,43.78,2414,482.8,5.0,25
activist,momanyisamuel,51.74509803921569,47362,2786.0,2.823529411764706,48
activist,rjamet,50.86666666666667,512,64.0,4.125,33
activist,thiagogquinto,128.5611111111111,1524,101.6,2.8666666666666667,43
activist,tosta,39.34519400352733,26772,495.77777777777777,3.314814814814815,179
agents,Sunil Pai,87.56408424908425,21460,1073.0,6.9,138
animate.css,Andreas Reischuck,76.5625,200,25.0,2.875,23
animate.css,Dan Lester,18.97826086956522,11142,1857.0,6.5,39
animate.css,Elton Mesquita,8.236111111111112,12500,1041.6666666666667,3.1666666666666665,38
animate.css,Juan Carlos Sarmiento,1.4878048780487805,463,463.0,42.0,42
animate.css,Sebastian Krzyszkowiak,15.946428571428571,8644,617.4285714285714,2.7857142857142856,39
ansible,Abhijeet Kasurde,231.92519541861648,29979,121.37246963562752,2.688259109311741,664
ansible,Abhijit Menon-Sen,105.29533333333333,1340,53.6,4.56,114
ansible,Adam Zieliński,137.97727272727272,3105,141.13636363636363,2.772727272727273,61
ansible,Adrian Likins,109.78414322250639,16414,356.82608695652175,3.239130434782609,149
ansible,Alex Monteiro,182.12745098039218,535,31.470588235294116,2.823529411764706,48
ansible,Alicia Cozine,140.32857142857142,2633,75.22857142857143,2.2,77
ansible,Allen Sanabria,0.3125,5782,2891.0,15.0,30
ansible,Andreas Reischuck,68.70833333333333,2048,292.57142857142856,3.0,21
ansible,Andrew Herrington,0.7380952380952381,644,161.0,6.0,24
ansible,Andrey Shestakov,139.60043956043955,13684,210.52307692307693,2.5538461538461537,166
ansible,Anil Kumar Muraleedharan,88.51818181818182,11014,1001.2727272727273,2.6363636363636362,29
ansible,Ansible Core Team,0.0,2382789,2382789.0,108.0,108
ansible,Ben Doherty,0.0,412,412.0,20.0,20
ansible,Benjamin Schweizer,180.7976330173239,20756,201.51456310679612,3.0776699029126213,317
ansible,Benno Joy,66.97999999999999,2850,570.0,4.2,21
ansible,Boyuan Yao,73.28571428571429,1733,173.3,2.2,22
ansible,Brian E. Granger,162.37296790549658,102301,147.6204906204906,4.474747474747475,3101
ansible,Bruce Pennypacker,106.16666666666667,1562,173.55555555555554,2.6666666666666665,24
ansible,Chris Church,100.78938746438746,4180,232.22222222222223,4.222222222222222,76
ansible,Chris Houseknecht,167.5255280073462,18082,904.1,9.4,188
ansible,Chris Van Heuveln,38.925925925925924,1812,201.33333333333334,3.111111111111111,28
ansible,Christian Stade-Schuldt,126.22117111550503,52913,745.2535211267606,4.28169014084507,304
ansible,Christopher Galtenberg,68.2,1512,189.0,3.75,30
ansible,Dag Wieërs,209.19386665984482,52918,243.86175115207374,3.9907834101382487,866
ansible,Daniel Hokka Zakrisson,136.09436619718312,1841,25.929577464788732,3.380281690140845,240
ansible,David Guillen Fandos,122.60357142857143,4601,306.73333333333335,3.8,57
ansible,David Newswanger,183.86666666666667,2517,251.7,2.6,26
ansible,David Shrewsbury,16.44090909090909,4108,684.6666666666666,11.166666666666666,67
ansible,Dr. Thomas A Caswell,241.95714285714286,1713,285.5,4.0,24
ansible,Fabio Alessandro Locati,51.43249957279562,2460,307.5,19.25,154
ansible,Felix Fontein,252.54147869674188,41822,275.14473684210526,2.664473684210526,405
ansible,Fred-sun,77.23157894736842,1198,63.05263157894737,3.3684210526315788,64
ansible,Gabriel de Maeztu,79.35443037974683,53979,17993.0,54.666666666666664,164
ansible,Ganesh B. Nalawade,228.32985074626868,15599,232.82089552238807,2.7313432835820897,183
ansible,Gaurav Rastogi,26.633333333333333,11612,1161.2,6.7,67
ansible,Geraint Jones,78.3364898989899,14273,594.7083333333334,3.875,93
ansible,Gonéri Le Bouder,240.84032258064514,2450,79.03225806451613,2.6774193548387095,83
ansible,Greg DeKoenigsberg,27.53720238095238,1270,181.42857142857142,8.428571428571429,59
ansible,Hannes Ljungberg,213.38888888888889,1975,219.44444444444446,3.0,27
ansible,Hans-Joachim Kliemeck,0.2903225806451613,1143,1143.0,32.0,32
ansible,Hiroaki Nakamura,44.769444444444446,1946,486.5,11.75,47
ansible,Iordan Iordanov,287.3368497109827,53799,310.97687861271675,2.6358381502890174,456
ansible,Ivan Boychev,5.854166666666667,4801,600.125,2.625,21
ansible,Jacob McGill,119.17314358693667,3783,420.3333333333333,6.333333333333333,57
ansible,James Cammarata,154.2966965660483,196898,444.4650112866817,4.571106094808126,2025
ansible,James Labocki,97.93181818181819,1187,107.9090909090909,2.4545454545454546,27
ansible,James Tanner,134.4295521145521,11581,128.67777777777778,4.3,387
ansible,Jan-Peter Larsson,28.08571428571429,2030,338.3333333333333,5.666666666666667,34
ansible,Jan-Piet Mens,213.40109427609428,2513,139.61111111111111,3.2222222222222223,58
ansible,Jason Meridth,21.063888888888886,652,108.66666666666667,6.5,39
ansible,Jeroen Hoekx,83.24149659863944,1489,70.9047619047619,2.857142857142857,60
ansible,Jesse Keating,19.916666666666668,848,141.33333333333334,3.6666666666666665,22
ansible,Jiri tyr,48.20833333333333,1954,244.25,3.375,27
ansible,Joel B. Mohler,175.98438914027147,21642,254.61176470588236,3.023529411764706,257
ansible,Johannes H. Jensen,143.01282051282053,417,52.125,4.125,33
ansible,John Barker,35.607142857142854,300,50.0,4.5,27
ansible,John Callender,249.0,1748,874.0,10.0,20
ansible,Jonathan Argentiero,152.30576441102758,8918,469.36842105263156,3.6842105263157894,70
ansible,Jonathan Lindbloom,201.7704081632653,12715,1589.375,8.125,65
ansible,Joshua Elsasser,128.42708333333334,216,18.0,2.6666666666666665,32
ansible,Lindsay Hill,22.572580645161292,3692,923.0,9.75,39
ansible,Lorin Hochstein,79.61111111111111,545,36.333333333333336,3.1333333333333333,47
ansible,Marco Vito Moscaritolo,56.333333333333336,681,113.5,4.0,24
ansible,Marius Gedminas,88.6159420289855,929,40.391304347826086,3.8260869565217392,88
ansible,Martin Holst Swende,144.74019607843138,4847,285.11764705882354,2.588235294117647,44
ansible,Martin Szulecki,164.30574712643678,31441,224.57857142857142,2.7642857142857142,387
ansible,Matt Martz,118.11577603582838,61939,314.4111675126904,3.736040609137056,736
ansible,Matteo Ferrando,305.6675595238095,12341,209.16949152542372,3.0677966101694913,181
ansible,Matthew Feickert,134.91666666666666,378,54.0,3.0,21
ansible,Maykel Moya,137.825,338,42.25,3.0,24
ansible,Michael Scherer,145.9080946764316,1810,44.146341463414636,8.195121951219512,336
ansible,Michael Scott Cuthbert,85.71563858412424,459932,1062.1986143187066,8.815242494226329,3817
ansible,Michel Blanc,135.47916666666666,272,34.0,3.25,26
ansible,Miguel Angel Muñoz González,29.089971133169666,291334,12138.916666666666,17.375,417
ansible,Mike Sgarbossa,0.391304347826087,1038,1038.0,24.0,24
ansible,Monty Taylor,87.07037037037037,5232,436.0,8.416666666666666,101
ansible,Nathaniel Schaaf,159.72630522088352,12804,154.26506024096386,2.325301204819277,193
ansible,Nilashish Chakraborty,184.51515151515153,9534,866.7272727272727,2.1818181818181817,24
ansible,Ondra Machacek,134.9224340175953,11221,361.96774193548384,3.193548387096774,99
ansible,Patrick Chauncey,211.41561264822133,8832,353.28,3.12,78
ansible,Patrick Shriwise,23.215,486,121.5,8.25,33
ansible,Paul Durivage,8.912925170068027,2317,331.0,6.857142857142857,48
ansible,Petter Strandmark,153.49036272822553,43288,420.2718446601942,5.359223300970874,552
ansible,Pierre-Louis Bonicoli,38.44444444444445,3874,258.26666666666665,3.6666666666666665,55
ansible,Pilou,251.40277777777777,957,53.166666666666664,2.2777777777777777,41
ansible,Prasad Katti,253.61111111111111,467,51.888888888888886,2.5555555555555554,23
ansible,QijunPan,11.979285714285714,57816,11563.2,13.8,69
ansible,Ricardo Carrillo Cruz,136.138841991342,9026,180.52,3.64,182
ansible,Richard C Isaacson,131.85714285714286,1030,57.22222222222222,4.111111111111111,74
ansible,Ricky Elrod,245.25193798449615,12308,286.2325581395349,2.6511627906976742,114
ansible,Rob,196.90476190476193,4546,757.6666666666666,5.333333333333333,32
ansible,Robert Estelle,0.4166666666666667,1389,1389.0,25.0,25
ansible,Robert Johansson,120.57407407407406,607,67.44444444444444,2.3333333333333335,21
ansible,Robin Drost,55.051923076923075,1432,110.15384615384616,4.3076923076923075,56
ansible,Ryan S. Brown,126.15058479532165,985,82.08333333333333,3.9166666666666665,47
ansible,Ryan Saunders,279.3127991622951,360360,619.1752577319587,3.486254295532646,2029
ansible,Rémy Léone,109.94444444444444,2316,257.3333333333333,2.4444444444444446,22
ansible,Sandra McCann,114.30116959064327,9245,162.19298245614036,2.4035087719298245,137
ansible,Sandra Wills,46.607142857142854,2899,414.14285714285717,3.142857142857143,22
ansible,Senthil Kumar Ganesan,338.38888888888886,4490,748.3333333333334,5.833333333333333,35
ansible,Serge van Ginderachter,153.63383838383837,1411,58.791666666666664,3.0833333333333335,74
ansible,Seth Vidal,157.65459770114944,1867,64.37931034482759,2.8275862068965516,82
ansible,Simon Dodsley,84.95357142857142,6934,495.2857142857143,3.4285714285714284,48
ansible,Siva Popuri,0.0,17450,17450.0,25.0,25
ansible,Sloane Hertel,175.7749190938511,34398,333.9611650485437,2.3689320388349513,244
ansible,Snowhite,0.3333333333333333,1661,1661.0,28.0,28
ansible,Stephan Schroevers,72.33745791245791,87292,1179.6216216216217,5.283783783783784,391
ansible,Stuart Henderson,288.6436274509804,13548,541.92,3.2,80
ansible,Sumit Jaiswal,236.21428571428572,20939,1495.642857142857,2.142857142857143,30
ansible,Sviatoslav Sydorenko,182.92307692307693,1606,123.53846153846153,3.3076923076923075,43
ansible,Sébastien Portebois,67.67222222222223,772,110.28571428571429,4.285714285714286,30
ansible,The Magician,8.822807017543859,38955,1025.1315789473683,4.526315789473684,172
ansible,Thilo-Alexander Ginkel,32.73076923076923,1105,157.85714285714286,5.0,35
ansible,Tim Rupp,185.34783886803118,141887,1819.0641025641025,5.987179487179487,467
ansible,Timmo Verlaan,114.4201746031746,27369,1094.76,3.92,98
ansible,Timothy M. Jones,12.194444444444445,652,108.66666666666667,4.333333333333333,26
ansible,Tobias Rueetschi,0.0,2168,2168.0,23.0,23
ansible,Tommaso Marinelli (imec),117.05185185185185,5658,565.8,4.0,40
ansible,Toshio Kuratomi,181.08486693307862,74169,164.82,4.642222222222222,2089
ansible,Trishna Guha,159.36067708333334,12883,201.296875,2.328125,149
ansible,Trond Hindenes,50.906666666666666,1917,383.4,5.2,26
ansible,Troy Dejesus Phillips,0.45454545454545453,472,472.0,23.0,23
ansible,Victor Schröder,47.51666666666667,481,160.33333333333334,8.666666666666666,26
ansible,Wes Mosher,151.46374544441434,34280,336.078431372549,5.186274509803922,529
ansible,Will Thames,304.5530303030303,8785,156.875,2.6785714285714284,150
ansible,William Martin Stewart,212.23419540229884,3096,182.11764705882354,3.823529411764706,65
ansible,Wojciech Wypior,75.86567460317461,28596,2383.0,7.166666666666667,86
ansible,Xu Yuandong,165.02179487179487,12781,1065.0833333333333,4.0,48
ansible,Yanis Guenane,245.05648148148148,3085,257.0833333333333,3.25,39
ansible,Yuwei Zhou,187.25925925925927,15978,591.7777777777778,2.2222222222222223,60
ansible,Zim Kalinowski,204.37924528301886,19394,365.92452830188677,2.811320754716981,149
ansible,chkp-amiads,15.407407407407407,7618,7618.0,28.0,28
ansible,chkp-orso,16.333333333333336,13370,2674.0,6.4,32
ansible,ftntcorecse,32.81818181818181,41289,10322.25,9.5,38
ansible,jctanner,405.92,1909,127.26666666666667,4.0,60
ansible,nitzmahone,142.835005574136,771,33.52173913043478,3.782608695652174,87
ansible,rajaspachipulusu17,32.30555555555556,6756,750.6666666666666,2.888888888888889,26
ansible,runluo,89.38541666666666,3506,438.25,2.625,21
ansible,ryanhankins,26.666666666666668,289,96.33333333333333,7.666666666666667,23
arviz,Corentin Jemine,90.73108974358975,1777,136.69230769230768,4.384615384615385,57
arviz,Hartikainen Ari,282.2083333333333,10873,247.11363636363637,2.5454545454545454,112
arviz,MDCollins,345.8854166666667,1412,88.25,2.1875,35
arviz,Oriol Abril-Pla,179.72072072072072,8227,222.35135135135135,2.2432432432432434,83
arviz,Rosheen Naeem,71.72619047619048,842,60.142857142857146,3.0714285714285716,43
arviz,Saurabh Sameer,274.99333333333334,1037,41.48,2.52,63
arviz,William Martin Stewart,195.44583333333333,4197,102.36585365853658,2.317073170731707,95
arviz,aloctavodia,142.65151515151516,2606,236.9090909090909,2.727272727272727,30
audiblez,Claudio Santini,135.79065349854824,5875,309.2105263157895,10.473684210526315,199
bokeh,Almar Klein,160.01958525345623,17174,277.0,3.4193548387096775,212
bokeh,Anthony Doucouliagos,110.25,743,148.6,5.0,25
bokeh,Anton Simernia,29.4,5168,1292.0,5.25,21
bokeh,Benjamin Schweizer,90.3829365079365,29036,4839.333333333333,4.0,24
bokeh,Damian Avila,145.52710147951112,426107,2566.909638554217,4.530120481927711,752
bokeh,Fabio Pliger,92.39699147045002,44596,628.112676056338,5.676056338028169,403
bokeh,Geraint Jones,59.42332643202208,1675,72.82608695652173,4.826086956521739,111
bokeh,Havoc Pennington,94.73736745541093,23973,399.55,7.05,423
bokeh,Hugh Ma,93.104660650836,1729526,8961.274611398963,5.932642487046632,1145
bokeh,Hunt Sparra,86.20833333333333,4993,832.1666666666666,4.5,27
bokeh,Jan van den Berg,141.26973885328442,4365649,4674.142398286938,5.7612419700214135,5381
bokeh,Jan-Peter Larsson,128.32928651059086,590979,8442.557142857142,4.942857142857143,346
bokeh,John Callender,167.46666666666667,1584,176.0,4.0,36
bokeh,Joseph Cottam,169.08088082227425,488197,8003.229508196721,3.9344262295081966,240
bokeh,Justace Clutter,48.20476190476191,19485,1082.5,7.0,126
bokeh,Karan Dodia,86.1190476190476,1180,84.28571428571429,3.0714285714285716,43
bokeh,LilaHickey,84.39102564102564,237894,18299.53846153846,3.1538461538461537,41
bokeh,Luke Canavan,94.42549958152148,125654,917.1824817518249,5.218978102189781,715
bokeh,MDCollins,120.09835950302052,47898,811.8305084745763,4.677966101694915,276
bokeh,Mags,2.6666666666666665,0,0.0,4.666666666666667,28
bokeh,Mateusz Paprocki,158.5997407219037,1091976,1919.1142355008787,4.481546572934974,2550
bokeh,Michael Scott Cuthbert,71.2074074074074,570,57.0,4.4,44
bokeh,Nick Roth,141.7266537827252,57357,819.3857142857142,4.414285714285715,309
bokeh,Paddy Mullen,64.60344198573499,291684,3557.121951219512,6.121951219512195,502
bokeh,Sahat Yalkabov,82.2375,100,25.0,5.0,20
bokeh,Sarah Bird,94.36344421295078,76601,736.5480769230769,7.163461538461538,745
bokeh,Tabish Chasmawala,6.084656084656085,3592,1197.3333333333333,10.0,30
bokeh,Timo Cornelius Metzger,293.77777777777777,434,48.22222222222222,2.2222222222222223,20
bokeh,Tommaso Marinelli (imec),71.31506651243492,8246,217.0,5.921052631578948,225
bokeh,Travis Swicegood,60.6255,99856,9985.6,11.6,116
bokeh,William Martin Stewart,106.38109996064541,228344,2819.061728395062,3.308641975308642,268
bokeh,bryevdv,40.93076923076923,9346,179.73076923076923,2.3653846153846154,123
bokeh,fpliger,77.20527336860671,17982,399.6,4.488888888888889,202
bokeh,jaqueramaphan,87.01785714285714,961,480.5,17.0,34
bokeh,jcarnahan,148.13166666666666,19575,978.75,3.9,78
bokeh,mattpap,19.44,614,12.28,2.08,104
bokeh,shughes.uk,39.15,1003,125.375,4.0,32
borg,Abogical,83.02083333333334,151,18.875,2.875,23
borg,Andrey Andreyevich Bienkowski,147.39692307692306,85671,5711.4,4.066666666666666,61
borg,Antoine Beaupré,60.02766502338241,3931,157.24,11.08,277
borg,Christian Aistleitner,34.19583333333333,415,51.875,4.125,33
borg,Jonas Borgström,74.17777777777778,12755,92.42753623188406,3.2028985507246377,442
borg,Marian Beermann,116.23366522321926,24938,190.36641221374046,4.961832061068702,650
borg,Martin Holst Swende,36.63181818181818,3304,300.3636363636364,3.727272727272727,41
borg,Michael Scott Cuthbert,232.52738095238095,17008,1700.8,4.1,41
borg,Rayyan Ansari,60.714285714285715,255,42.5,4.333333333333333,26
borg,Sebastian Krzyszkowiak,121.16,433,43.3,3.2,32
borg,Thalian,240.57715617715618,352,27.076923076923077,3.230769230769231,42
borg,Tommaso Marinelli (imec),123.11297478415636,251672,393.2375,5.1421875,3291
borg,techdude,84.37792207792208,1035,94.0909090909091,5.2727272727272725,58
browser-tools-mcp,Emil Neander,46.90909090909091,4809,1603.0,6.666666666666667,20
browser-tools-mcp,Ted Werbel,70.79523809523809,23160,3308.5714285714284,4.142857142857143,29
browser-use,Gregor Žunič,116.9954816017316,187502,6696.5,4.428571428571429,124
browser-use,Magnus Müller,204.0983866659774,5883,367.6875,8.9375,143
browser-use,Matic Zavadlal,67.92301587301587,8526,1218.0,5.285714285714286,37
browser-use,magmueller,102.8952903117167,180673,4014.9555555555557,9.666666666666666,435
computer,f-trycua,121.15343915343914,21645,2405.0,3.111111111111111,28
cookiecutter-django,Andreas Reischuck,215.49479166666669,555,32.64705882352941,2.7058823529411766,46
cookiecutter-django,Andrew-Chen-Wang,41.10151515151515,885,80.45454545454545,3.3636363636363638,37
cookiecutter-django,Arnav Choudhury,101.70370370370371,155,17.22222222222222,2.5555555555555554,23
cookiecutter-django,Audrey Roy Greenfeld,89.17091836734693,1041,29.742857142857144,3.2857142857142856,115
cookiecutter-django,Benoît Allard,79.4742857740786,17756,97.02732240437159,3.557377049180328,651
cookiecutter-django,Burhan Khalid,70.62777777777778,287,31.88888888888889,4.222222222222222,38
cookiecutter-django,Daniel Roy Greenfeld,123.21456155632985,6764,82.48780487804878,3.731707317073171,306
cookiecutter-django,Fabio Caritas Barrionuevo da Luz,119.62669561621175,818,26.387096774193548,4.354838709677419,135
cookiecutter-django,Jannis Gebauer,30.034920634920635,1144,54.476190476190474,3.3333333333333335,70
cookiecutter-django,Nikita P. Shupeyko,50.59614197530865,718,39.888888888888886,5.444444444444445,98
cookiecutter-django,Saurabh Sameer,39.191008991008985,658,50.61538461538461,4.923076923076923,64
cookiecutter-django,browniebroke,64.12421383647799,496,4.679245283018868,2.3867924528301887,253
cookiecutter-django,github-actions,120.28644879699655,3150,15.517241379310345,5.605911330049261,1138
cursor-tools,Andrew Jefferson,126.0,3565,509.2857142857143,4.428571428571429,31
cursor-tools,PanAndy,34.66848565607079,58511,3900.733333333333,8.733333333333333,131
deep-research,David Guillen Fandos,50.98205128205128,2642,528.4,5.0,25
diagrams,MinJae Kwon (Miti),25.563492063492063,363,24.2,3.2,48
diagrams,gabriel-tessier,20.902777777777775,529,88.16666666666667,3.3333333333333335,20
diagrams,mingrammer,18.113968053551385,25468,707.4444444444445,4.527777777777778,163
face_recognition,Adam Zieliński,35.8338566195709,3421,162.9047619047619,3.857142857142857,81
fastapi,Alexander Braverman Masis,165.9607843137255,26230,1748.6666666666667,3.8,57
fastapi,David Guillen Fandos,61.979166666666664,1962,392.4,4.4,22
fastapi,Nils Lindemann,21.15833333333333,19386,2154.0,13.555555555555555,122
fastapi,SwftAlpc,6.269230769230769,2911,727.75,5.25,21
fastapi,Sébastien Portebois,85.29244699882378,177783,560.8296529968454,4.851735015772871,1538
fastapi,T. Tokusumi,7.304166666666667,2899,724.75,5.0,20
fastapi,github-actions,101.21316450783928,1191,6.924418604651163,6.174418604651163,1062
fastapi,jaystone776,13.473958333333332,3751,468.875,5.375,43
fastcache,Aliaksandr Valialkin,52.62222222222223,61253,5104.416666666667,2.75,33
flint,Wynn Netherland,119.42539682539682,566745,37783.0,4.2,63
gem5,Adam Zieliński,118.49888996138995,16518,446.43243243243245,4.405405405405405,163
