Project_Name,Author,Mean_Commit_Time,Average_Daily_Code_Churn,Average_Daily_Num_Commits,Total_Commits
Jarvis,Sukeesh,1681.0,53.142857142857146,2.2857142857142856,32
Jarvis,aazuspan,10.741935483870968,91.5,8.0,32
Jarvis,appi,36.234042553191486,-1.0416666666666667,3.9583333333333335,95
Jarvis,evidencebp,1.6046511627906976,0.25,10.875,87
Jarvis,gianniskokkosis,33.36363636363637,54.8,4.6,23
Jarvis,pnhofmann,296.6517412935323,173.375,2.1041666666666665,202
OpenCiviWiki,Abhijith Ganesh,10.717948717948717,-860.0,6.555555555555555,118
OpenCiviWiki,Brylie Christopher Oxley,88.26358695652173,-331.31468531468533,5.153846153846154,737
OpenCiviWiki,Dan Borstelmann,249.5,1111.0,2.090909090909091,23
OpenCiviWiki,Daniel Borstelmann,27.161290322580644,147.66666666666666,4.7272727272727275,156
OpenCiviWiki,Darius Calliet,68.83673469387755,1839.7142857142858,3.5714285714285716,50
OpenCiviWiki,Görkem Arslan,174.85185185185185,-6.787878787878788,1.6666666666666667,55
OpenCiviWiki,JooHee Lee,145.68269230769232,101.53333333333333,7.0,105
OpenCiviWiki,Maryam Yusuf,10.2,15.75,6.5,26
OpenCiviWiki,Nehemiah60,22.80645161290322,53.25,2.6666666666666665,32
OpenCiviWiki,Tomasz Kołek,0.0,1091.0,36.0,36
OpenCiviWiki,Trac Taylor,16.102564102564102,-74.5,5.0,40
OpenCiviWiki,gorkemarslan,159.9,86.46666666666667,4.066666666666666,61
OpenCiviWiki,grkm,13.629629629629632,-12.578947368421053,4.315789473684211,82
OpenCiviWiki,jl24,51.62264150943396,597.0178571428571,3.8035714285714284,213
activist,Ahmet,71.82758620689656,41.63636363636363,2.727272727272727,30
activist,Andrew Tavis,194.83333333333334,160.83333333333334,2.388888888888889,43
activist,Andrew Tavis McAllister,14.473684210526315,104.27710843373494,3.9397590361445785,1635
activist,Felipe Archanjo,12.666666666666666,91.88888888888889,4.444444444444445,40
activist,José Rigoberto Salas Chacón,89.96666666666667,71.45454545454545,2.8181818181818183,31
activist,Matt Burnett,183.05084745762713,1226.03125,1.875,60
activist,Nicholas Vecchio,173.75,50.55555555555556,2.3333333333333335,21
activist,Sean Leong,240.5,51.8,1.95,39
activist,Tanya Kharitonovich,68.47619047619048,29.5,2.75,22
activist,Tessa,151.92,91.61538461538461,2.0,26
activist,anthonyshibitov,309.35,50.9,2.1,21
activist,cquinn540,51.708333333333336,86.42857142857143,3.5,49
activist,kurtisolo,155.44,216.66666666666666,4.333333333333333,26
activist,lucianmurmurache,17.62,18.846153846153847,3.923076923076923,51
activist,momanyisamuel,196.14545454545456,294.72,2.24,56
activist,thiagogquinto,93.28070175438596,70.93333333333334,1.9333333333333333,58
activist,tosta,61.834080717488796,216.1818181818182,2.2626262626262625,224
activist,wkyoshida,574.695652173913,4.5625,1.5,24
ansible,Abhijeet Kasurde,64.27970065481759,49.793261868300156,1.6385911179173047,1070
ansible,Abhijit Menon-Sen,343.84615384615387,13.3125,2.2875,183
ansible,Adam Miller,502.4736842105263,60.12380952380953,1.276190476190476,134
ansible,Adrian Likins,207.23360655737704,222.75714285714287,1.75,245
ansible,Alan Rominger,985.9090909090909,12.064516129032258,1.096774193548387,34
ansible,Alex Stephen,99.29050279329608,1082.7021276595744,3.8297872340425534,180
ansible,Alicia Cozine,297.2857142857143,-3.4776119402985075,1.3134328358208955,176
ansible,Allen Sanabria,74.78125,930.4,6.6,33
ansible,Andrea Tartaglia,684.7,52.25,1.1388888888888888,41
ansible,Andreas Olsson,969.3421052631578,40.470588235294116,1.1470588235294117,39
ansible,Andrew Gaffney,754.3404255319149,32.476190476190474,1.1428571428571428,48
ansible,Andrew Klychkov,287.82307692307694,31.415730337078653,1.4719101123595506,131
ansible,Andrey Klychkov,49.22222222222222,166.69298245614036,1.5087719298245614,172
ansible,Anil Kumar Muraleedharan,226.39130434782606,316.8269230769231,1.3461538461538463,70
ansible,Ansible Core Team,0.0,-2313503.0,108.0,108
ansible,Ash Wilson,0.0,1823.0,30.0,30
ansible,Baptiste Mille-Mathias,1072.5277777777778,13.851851851851851,1.3703703703703705,37
ansible,Ben Doherty,0.0,384.0,20.0,20
ansible,Benno Joy,1276.590909090909,90.5,1.9166666666666667,23
ansible,Bill Dodd,513.75,49.76190476190476,1.380952380952381,29
ansible,Bill Nottingham,2734.590909090909,0.9473684210526315,1.2105263157894737,23
ansible,Brian Coca,24.25969341749324,20.165137614678898,3.3922018348623855,4437
ansible,Bruce Pennypacker,1238.65,53.5,1.5769230769230769,41
ansible,Bruno,184.47826086956522,402.27272727272725,2.1818181818181817,24
ansible,Chris Archibald,49.36283185840708,603.5131578947369,2.986842105263158,227
ansible,Chris Church,233.82442748091603,109.82758620689656,2.2758620689655173,132
ansible,Chris Hoffman,1290.1538461538462,91.91666666666667,2.25,27
ansible,Chris Houseknecht,398.6825396825397,221.9264705882353,1.8676470588235294,127
ansible,Chris Meyers,1047.5217391304348,47.666666666666664,2.0,24
ansible,Chris Van Heuveln,148.18867924528303,170.0,1.542857142857143,54
ansible,Christian Kotte,124.05714285714286,320.4230769230769,1.3846153846153846,36
ansible,Cove Schneider,1454.578947368421,230.25,2.5,20
ansible,Dag Wieers,62.79281767955801,79.28310502283105,2.4817351598173514,1087
ansible,Damien,115.0909090909091,407.6,2.3,23
ansible,Daniel Hokka Zakrisson,20.094512195121954,19.28828828828829,2.963963963963964,329
ansible,Daniel Jaouen,2269.2105263157896,159.4,2.0,20
ansible,David Moreau Simard,1347.8947368421052,46.416666666666664,1.0833333333333333,39
ansible,David Newswanger,142.18367346938774,-46.88235294117647,1.4705882352941178,50
ansible,David Passante,483.1538461538461,123.68,1.08,27
ansible,David Shrewsbury,602.4956521739131,91.03846153846153,2.230769230769231,116
ansible,David Soper,820.1923076923078,377.75,1.35,27
ansible,Deepak Agrawal,247.6206896551724,64.46666666666667,1.0,30
ansible,Diane Wang,438.5,161.68421052631578,1.105263157894737,21
ansible,Don Naro,716.8571428571429,44.77272727272727,1.3181818181818181,29
ansible,Dusan Matejka,684.5454545454545,29.766666666666666,1.1333333333333333,34
ansible,Dylan Silva,1996.458333333333,41.04545454545455,1.1363636363636365,25
ansible,Eike Frost,671.6071428571429,121.80952380952381,1.380952380952381,29
ansible,Evan Kaufman,2346.8,49.583333333333336,1.75,21
ansible,Evgeni Golov,1285.7021276595744,3.2972972972972974,1.2972972972972974,48
ansible,Fabian von Feilitzsch,1050.75,-106.76190476190476,1.1904761904761905,25
ansible,Fabio Alessandro Locati,72.17088607594937,170.0,12.23076923076923,159
ansible,Felix Fontein,115.40029325513196,129.9720930232558,1.5883720930232559,683
ansible,Fred-sun,168.632183908046,35.46511627906977,2.046511627906977,88
ansible,GGabriele,0.0,47925.0,118.0,118
ansible,Gabriele,124.28888888888889,37.75,5.75,46
ansible,Ganesh Nalawade,130.74393530997304,120.37786259541984,1.4198473282442747,372
ansible,Gaurav Rastogi,126.4109589041096,698.1764705882352,4.352941176470588,74
ansible,George Nikolopoulos,306.7894736842105,2745.6,2.0,20
ansible,Gonéri Le Bouder,267.6291390728477,2.111111111111111,1.5353535353535352,152
ansible,Greg DeKoenigsberg,494.9850746268657,13.333333333333334,4.533333333333333,68
ansible,Hannes Ljungberg,172.42857142857142,240.09375,1.5625,50
ansible,Hans-Joachim Kliemeck,424.8181818181818,301.0,11.333333333333334,34
ansible,Hiroaki Nakamura,576.86,200.5,6.375,51
ansible,Indrajit Raychaudhuri,1469.3181818181818,21.142857142857142,3.2857142857142856,23
ansible,Ivan Bojer,364.10714285714283,390.625,1.8125,29
ansible,Jacob McGill,579.8028169014085,364.5416666666667,3.0,72
ansible,James Cammarata,31.036157390996102,258.1012658227848,3.969057665260197,2822
ansible,James Cassell,598.7586206896551,45.76,1.2,30
ansible,James Laska,363.2758620689655,56.142857142857146,1.4047619047619047,59
ansible,James Martin,901.7837837837837,97.77777777777777,1.4074074074074074,38
ansible,James Mighion,710.0,132.40740740740742,1.1111111111111112,30
ansible,James Tanner,109.53125,66.84375,3.5078125,449
ansible,Jan-Piet Mens,985.5148514851485,63.903225806451616,1.6451612903225807,102
ansible,Jason McKerr,241.76785714285717,46.15,2.85,57
ansible,Jasper Lievisse Adriaanse,938.0344827586207,77.36842105263158,1.5789473684210527,30
ansible,Jeff Geerling,2921.2631578947367,-0.3888888888888889,1.1111111111111112,20
ansible,Jeroen Hoekx,174.37179487179486,56.5,1.975,79
ansible,Jesse Keating,808.725,36.76,1.64,41
ansible,Jill R,703.2222222222222,34.705882352941174,1.088235294117647,37
ansible,Jimmy Tang,1961.3636363636363,54.9375,1.4375,23
ansible,Jiri Tyr,740.1666666666666,57.60526315789474,1.4473684210526316,55
ansible,Johan Wirén,1671.4000000000003,42.75,1.75,21
ansible,John Barker,2361.85,13.1,2.05,41
ansible,John R Barker,99.2870588235294,33.87356321839081,1.632183908045977,426
ansible,Jonathan Davila,1697.4285714285713,695.8125,1.8125,29
ansible,Jonathan Mainguy,526.05,22.095238095238095,2.9047619047619047,61
ansible,Jordan Borean,100.00546448087432,163.54444444444445,1.6288888888888888,733
ansible,Joseph Callen,836.9545454545455,286.5,3.8333333333333335,23
ansible,Joshua Lund,328.59090909090907,4.333333333333333,1.2777777777777777,23
ansible,Kevin Breit,132.36923076923077,189.02777777777777,1.8194444444444444,131
ansible,Lars Kellogg-Stedman,1279.5588235294117,43.95238095238095,1.6666666666666667,35
ansible,Lindsay Hill,639.2083333333334,326.54545454545456,1.1363636363636365,25
ansible,Lorin Hochstein,476.7684210526316,28.734375,1.5,96
ansible,Lukas Kämmerling,269.6875,295.54545454545456,1.5,33
ansible,Maciej Delmanowski,2342.5652173913045,268.0,2.4,24
ansible,Marc Abramowitz,806.9310344827586,21.36842105263158,1.4210526315789473,27
ansible,Marco Vito Moscaritolo,182.89285714285714,618.3636363636364,2.6363636363636362,29
ansible,Mario Lenz,1706.181818181818,52.17391304347826,1.0,23
ansible,Marius Gedminas,327.58490566037733,23.214285714285715,2.5476190476190474,107
ansible,Mariusz Mazur,306.96,60.041666666666664,1.0833333333333333,26
ansible,Mark Chappell,604.2783505154639,187.74242424242425,1.4848484848484849,98
ansible,Mark Theunissen,1838.142857142857,30.066666666666666,1.4666666666666666,22
ansible,Martin Krizek,130.67190569744596,-109.3221649484536,1.3144329896907216,510
ansible,Martin Nečas,348.2696629213483,113.3125,1.40625,90
ansible,Matt Clay,31.37362204724409,-6.740055504162812,2.3506012950971322,2541
ansible,Matt Davis,256.5047619047619,36.26495726495727,1.3504273504273505,316
ansible,Matt Martz,84.50593220338983,-3.632258064516129,1.9048387096774193,1181
ansible,Matthew Williams,58.34782608695652,30.5,2.4,24
ansible,Maykel Moya,519.9473684210526,15.956521739130435,1.6956521739130435,39
ansible,Michael DeHaan,7.983943606814178,19.220143884892085,7.349640287769784,5108
ansible,Michael Scherer,142.3129411764706,14.755725190839694,3.2519083969465647,426
ansible,Michael Vogt,1569.2,12.0,1.5,21
ansible,Michel Blanc,569.1052631578947,14.80952380952381,1.8571428571428572,39
ansible,Miguel Angel Muñoz González,27.626168224299064,8551.25,11.916666666666666,429
ansible,Mike Wiebe,328.2142857142857,152.78688524590163,1.1639344262295082,71
ansible,Monty Taylor,359.8811188811189,13.125,2.5714285714285716,144
ansible,Nathaniel Case,130.04273504273505,46.44444444444444,1.448559670781893,352
ansible,Nigel Metheringham,389.78260869565213,39.92307692307692,1.8461538461538463,24
ansible,Nilashish Chakraborty,595.1927710843373,409.19718309859155,1.1830985915492958,84
ansible,Ondra Machacek,145.96195652173913,134.28205128205127,1.5811965811965811,185
ansible,Patrik Lundin,892.0,47.8235294117647,2.7058823529411766,46
ansible,Paul Belanger,283.27272727272725,-4.82258064516129,1.435483870967742,89
ansible,Paul Durivage,451.83870967741933,171.8421052631579,3.3157894736842106,63
ansible,Pepe Barbe,1992.7894736842106,36.857142857142854,2.857142857142857,20
ansible,Peter Sankauskas,610.0952380952381,35.888888888888886,1.2222222222222223,22
ansible,Peter Sprygada,60.64276568501921,90.36818181818182,3.5545454545454547,782
ansible,Pierre-Louis Bonicoli,594.8961038961039,111.97368421052632,2.0526315789473686,78
ansible,Pilou,316.72027972027973,15.84297520661157,1.1900826446280992,144
ansible,Prasad Katti,497.90196078431364,40.10526315789474,1.368421052631579,52
ansible,QijunPan,69.74647887323944,7247.625,9.0,72
ansible,Rene Moser,144.35792349726776,179.10576923076923,3.5288461538461537,367
ansible,René Moser,233.2462311557789,102.96875,1.55859375,399
ansible,Ricardo Carrillo Cruz,75.61316872427983,107.54545454545455,2.2181818181818183,244
ansible,Richard C Isaacson,23.85542168674699,44.592592592592595,3.111111111111111,84
ansible,Richard Isaacson,17.767857142857142,87.12,2.28,57
ansible,Richlv,1140.962962962963,1.0714285714285714,1.0,28
ansible,Rick Elrod,79.15,-43.42727272727273,1.6454545454545455,181
ansible,Rob,519.7358490566038,269.64285714285717,1.9285714285714286,54
ansible,Rob White,1507.45,233.83333333333334,3.5,21
ansible,Robert Estelle,0.0,1241.0,25.0,25
ansible,Robin Roth,446.34,36.775862068965516,1.7413793103448276,101
ansible,Ryan Brown,196.33928571428572,191.11764705882354,1.661764705882353,113
ansible,Ryan S. Brown,260.4949494949495,13.276923076923078,1.5384615384615385,100
ansible,Rémy Léone,233.4375,156.44444444444446,1.3611111111111112,49
ansible,Sam Doran,129.40256959314775,54.82372881355932,1.5864406779661018,468
ansible,Samer Deeb,731.9677419354839,363.3333333333333,1.5238095238095237,32
ansible,Sandra McCann,136.93910256410257,30.025751072961373,1.3433476394849786,313
ansible,Sandra Wills,194.86363636363637,130.5,1.875,45
ansible,Scott Butler,304.2909090909091,9.63888888888889,1.5555555555555556,56
ansible,Senthil Kumar Ganesan,345.0384615384616,1133.9583333333333,2.2083333333333335,53
ansible,Serge van Ginderachter,587.0588235294117,32.2,1.7142857142857142,120
ansible,Seth Vidal,104.05172413793103,41.890625,1.828125,117
ansible,Shachaf92,288.75,16.333333333333332,1.4,21
ansible,Simon Dodsley,209.3,145.7792207792208,1.4415584415584415,111
ansible,Siva Popuri,0.0,6624.0,25.0,25
ansible,Sloane Hertel,127.30656934306569,101.50490196078431,1.3455882352941178,549
ansible,Stephen Fromm,92.47878787878788,27.79746835443038,2.1012658227848102,166
ansible,Stoned Elipot,160.5,15.45,1.225,49
ansible,Strahinja Kustudic,1540.8620689655172,49.81481481481482,1.1111111111111112,30
ansible,Sumit Jaiswal,206.9156626506024,458.54411764705884,1.2352941176470589,84
ansible,Sviatoslav Sydorenko,449.46017699115043,0.4166666666666667,1.3571428571428572,114
ansible,Ted Timmons,1432.4666666666665,27.44,1.24,31
ansible,The Magician,41.18478260869565,725.3725490196078,3.627450980392157,185
ansible,Till Maas,3789.714285714286,7.6923076923076925,1.6923076923076923,22
ansible,Tim Bielawa,452.8125,358.3333333333333,2.4871794871794872,97
ansible,Tim Gerla,895.0263157894736,14.466666666666667,1.3,39
ansible,Tim Rupp,82.45155393053017,1044.748427672956,3.4465408805031448,548
ansible,Timothy Appnel,1583.7073170731708,28.727272727272727,1.9090909090909092,42
ansible,Tobias Wolf,1066.090909090909,20.076923076923077,1.7692307692307692,23
ansible,Tom Melendez,182.6875,392.4,1.65,33
ansible,Tom Paine,1342.909090909091,16.8125,1.4375,23
ansible,Toshio Kuratomi,24.169992609017,32.07308160779537,3.297198538367844,2707
ansible,Trishna Guha,88.09811320754717,121.40331491712708,1.4696132596685083,266
ansible,Trond Hindenes,785.3243243243244,123.84210526315789,2.0,38
ansible,Victor Schröder,14.32,148.33333333333334,8.666666666666666,26
ansible,Will Thames,298.10877192982457,86.70048309178743,1.3816425120772946,286
ansible,Wojciech Wypior,137.25806451612902,1367.55,4.7,94
ansible,Xu Yuandong,98.64814814814815,436.03125,1.71875,55
ansible,Yanis Guenane,480.75609756097555,1066.6785714285713,1.4821428571428572,83
ansible,Yannig Perré,895.1818181818181,496.9166666666667,1.4166666666666667,34
ansible,Yunge Zhu,196.64285714285714,286.04761904761904,1.3571428571428572,57
ansible,Yuwei Zhou,240.90625,251.01960784313727,1.2745098039215685,65
ansible,Zim Kalinowski,76.26237623762377,244.38317757009347,1.897196261682243,203
ansible,chkp-amiads,9.178571428571429,3866.5,14.5,29
ansible,chkp-orso,107.75,1609.0,3.7,37
ansible,chouseknecht,75.5,373.4347826086956,6.043478260869565,139
ansible,flowerysong,2525.5416666666665,12.76,1.0,25
ansible,ftntcorecse,63.4,5195.0,5.857142857142857,41
ansible,jctanner,225.0306603773585,138.78804347826087,2.3097826086956523,425
ansible,jhawkesworth,891.8461538461539,58.30434782608695,1.173913043478261,27
ansible,jjshoe,1650.0,2.357142857142857,1.6428571428571428,23
ansible,lwade,215.65,61.0,1.2352941176470589,21
ansible,nitzmahone,104.48360655737704,14.288135593220339,2.0847457627118646,123
ansible,rahushen,189.46666666666667,177.86363636363637,1.4090909090909092,31
ansible,rajaspachipulusu17,150.27906976744185,420.037037037037,1.6296296296296295,44
ansible,s-hertel,1414.8611111111109,49.88,1.48,37
ansible,saichint,169.95714285714286,132.69230769230768,1.0923076923076922,71
ansible,scottb,190.66666666666666,418.4561403508772,1.543859649122807,88
ansible,sky-joker,219.0,205.47619047619048,1.1428571428571428,24
ansible,whiter,0.0,1349.0,28.0,28
ansible,willthames,955.025,4.181818181818182,1.2424242424242424,41
ansible,yanzhangi,75.875,-0.07692307692307693,2.5384615384615383,33
arviz,Agustina Arroyuelo,1456.333333333333,64.48,1.12,28
arviz,Ari Hartikainen,301.72727272727275,161.17441860465115,1.3488372093023255,232
arviz,Colin,397.8960000000001,44.627906976744185,1.4186046511627908,122
arviz,Colin Carroll,878.7586206896551,86.3125,3.75,60
arviz,Oriol Abril,122.30909090909091,200.60919540229884,1.2758620689655173,111
arviz,Oriol Abril-Pla,321.9430894308943,477.4019607843137,1.2156862745098038,124
arviz,Osvaldo A Martin,949.6399999999999,26.545454545454547,1.1818181818181819,26
arviz,Osvaldo Martin,217.66502463054186,62.31012658227848,1.2911392405063291,204
arviz,Piyush Gautam,650.2222222222222,1497.84,1.12,28
arviz,Ravin Kumar,267.8333333333333,32.85454545454545,1.3727272727272728,151
arviz,Rosheen Naeem,61.916666666666664,20.6,2.45,49
arviz,aloctavodia,787.725,29.227272727272727,1.8636363636363635,41
bokeh,Almar Klein,46.54779411764706,85.75862068965517,2.3448275862068964,272
bokeh,Antoine Pitrou,620.7916666666666,-520.25,3.125,25
bokeh,Benjamin Zaitlen,394.7241379310345,-2345.9166666666665,2.5,30
bokeh,Brittain Hard,55.61538461538461,77.27777777777777,2.2222222222222223,40
bokeh,Bryan Van de Ven,15.341048930559625,-768.5384105960264,4.521192052980132,6827
bokeh,Claire Tang,588.09375,100.26666666666667,1.1,33
bokeh,Damián Avila,47.601023017902804,134.63829787234042,2.0851063829787235,392
bokeh,Eugene Pakhomov,1011.925925925926,19.625,1.1666666666666667,28
bokeh,Fabio Pliger,33.00873362445415,240.60504201680672,3.857142857142857,459
bokeh,Havoc Pennington,6.204954954954955,123.1,6.357142857142857,445
bokeh,Hugo,19.164835164835164,5504.229813664596,5.093167701863354,820
bokeh,HuntJSparra,535.6190476190476,511.1304347826087,1.8695652173913044,43
bokeh,Ian Thomas,675.7352941176471,114.5340909090909,1.1022727272727273,97
bokeh,John Kirkham,202.36363636363637,35.75,5.25,21
bokeh,Joseph Cottam,63.564748201438846,-3300.7741935483873,3.0,279
bokeh,Joseph Crail,33.0,-161.66666666666666,2.8,42
bokeh,Julia Signell,1189.0869565217392,8.545454545454545,1.0909090909090908,24
bokeh,Justace Clutter,18.87878787878788,-10.4,5.32,133
bokeh,Karan Dodia,119.46153846153847,69.0,2.3043478260869565,53
bokeh,Kevin Colten,71.86065573770492,101.16129032258064,3.967741935483871,123
bokeh,LilaHickey,53.520833333333336,-10864.952380952382,2.3333333333333335,49
bokeh,Luke Canavan,41.548723897911835,-130.41981132075472,4.070754716981132,863
bokeh,Maggie Mari,216.421875,-3436.7,2.1666666666666665,65
bokeh,Maggie-M,176.375,69.73381294964028,1.7338129496402879,241
bokeh,Mags,121.57142857142857,0.0,4.142857142857143,29
bokeh,Mateusz Paprocki,31.481315873522835,-24.301357466063347,2.835294117647059,3133
