Project Name,Author,Code Churn,Bug Fix Commit Count,Avg PR Merge Time (hours),Avg Issue Resolution Time (hours),Lead Time for Changes (hours),Code Churn per PR,Issue Re-opening Rate,Total Commits,Total PRs,Total Issues,Total Code Reviews,Total CI/CD Runs,CI/CD Success Rate,Total Deployments,Total Contributors
ActivityIndicatorView,CheolHyun Mun,0,32,36.142222222222216,1195.6669444444444,1231.809166666667,0.0,0.5925925925925926,2,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,Dmitry Polyakovsky,119,80,36.142222222222216,1195.6669444444444,1231.809166666667,1.9833333333333332,0.5925925925925926,5,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,Igor Zapletnev,-3,16,36.142222222222216,1195.6669444444444,1231.809166666667,-0.25,0.5925925925925926,1,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,James Jenkinson,4,32,36.142222222222216,1195.6669444444444,1231.809166666667,0.16666666666666666,0.5925925925925926,2,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,Sebastian Krzyszkowiak,330,240,36.142222222222216,1195.6669444444444,1231.809166666667,1.833333333333333,0.5925925925925927,15,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,Yi-Hsiu Lee,2,16,36.142222222222216,1195.6669444444444,1231.809166666667,0.1666666666666666,0.5925925925925926,1,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,fjsw,67,16,36.142222222222216,1195.6669444444444,1231.809166666667,5.583333333333333,0.5925925925925926,1,11,26,13,0,0.9666666666666668,0,7
ActivityIndicatorView,mylnikova.alisa,4,80,36.142222222222216,1195.6669444444444,1231.809166666667,0.06666666666666667,0.5925925925925926,5,11,26,13,0,0.9666666666666668,0,7
AgentLaboratory,Ashwanth Kumar,0,7,31.19733333333333,96.74488095238095,127.94221428571429,0.0,0.2258064516129032,1,30,30,3,0,0.9666666666666668,0,7
AgentLaboratory,Charles Lanahan,0,7,31.19733333333333,96.74488095238095,127.94221428571429,0.0,0.2258064516129032,1,30,30,3,0,0.9666666666666668,0,7
AgentLaboratory,Kseniia Murasheva,0,7,31.19733333333333,96.74488095238095,127.94221428571429,0.0,0.2258064516129032,1,30,30,3,0,0.9666666666666668,0,7
AgentLaboratory,Nino Risteski,0,14,31.19733333333333,96.74488095238095,127.94221428571429,0.0,0.2258064516129032,2,30,30,3,0,0.9666666666666668,0,7
AgentLaboratory,Patrick Chauncey,0,7,31.19733333333333,96.74488095238095,127.94221428571429,0.0,0.2258064516129032,1,30,30,3,0,0.9666666666666668,0,7
AgentLaboratory,Samuel Schmidgall,6314,77,31.197333333333333,96.74488095238097,127.94221428571429,18.516129032258064,0.2258064516129032,11,30,30,3,0,0.9666666666666668,0,7
AgentLaboratory,onezibo,39,7,31.19733333333333,96.74488095238095,127.94221428571429,1.2580645161290325,0.2258064516129032,1,30,30,3,0,0.9666666666666668,0,7
Archon,Aniket1995,3039,66,120.84932098765432,45.48544117647058,166.33476216412492,24.119047619047617,0.3548387096774193,6,20,30,0,0,0.9666666666666668,0,8
Archon,Cole Medin,11702,242,120.84932098765434,45.48544117647059,166.33476216412492,25.32900432900433,0.3548387096774194,22,20,30,0,0,0.9666666666666668,0,8
Archon,Edilson Lima,9,11,120.84932098765432,45.48544117647059,166.33476216412492,0.4285714285714285,0.3548387096774194,1,20,30,0,0,0.9666666666666668,0,8
