Project Name,Author,Total Commits,Total PRs,Avg PR Merge Time (hours),Total Issues,Avg Issue Resolution Time (hours),Total Code Reviews,Total CI/CD Runs,CI/CD Success Rate,Total Deployments,Total Contributors,Bug Fix Commit Count,log_defect_density,log_lead_time,log_code_churn,logit_failed_rate
AgentLaboratory,Charles Lanahan,1,30,31.19733333333333,30,96.74488095238095,3,0,0.9666666666666668,0,7,7,1.9459101490553132,4.851578711092126,-13.815510557964274,-3.367295829986478
AgentLaboratory,Kseniia Murasheva,1,30,31.19733333333333,30,96.74488095238095,3,0,0.9666666666666668,0,7,7,1.9459101490553132,4.851578711092126,-13.815510557964274,-3.367295829986478
AgentLaboratory,Nino Risteski,4,60,31.19733333333333,60,96.74488095238095,6,0,0.9666666666666668,0,7,14,1.9459101490553132,4.851578711092126,-13.815510557964274,-3.367295829986478
AgentLaboratory,Patrick Chauncey,1,30,31.19733333333333,30,96.74488095238095,3,0,0.9666666666666668,0,7,7,1.9459101490553132,4.851578711092126,-13.815510557964274,-3.367295829986478
AgentLaboratory,Samuel Schmidgall,121,330,31.197333333333333,330,96.74488095238097,33,0,0.9666666666666668,0,7,77,inf,4.851578711092126,-4.100340793194821,-3.3672958299864786
AgentLaboratory,onezibo,1,30,31.19733333333333,30,96.74488095238095,3,0,0.9666666666666668,0,7,7,-1.742969305058623,4.851578711092126,0.22957444164450036,-3.367295829986478
Archon,Aniket1995,36,120,120.84932098765432,180,45.48544117647058,0,0,0.9666666666666668,0,8,66,-2.273423482502996,5.1140023972115936,1.5850538344305514,-3.367295829986478
Archon,Cole Medin,484,440,120.84932098765434,660,45.48544117647059,0,0,0.9666666666666668,0,8,242,-1.6654232764644545,5.1140023972115936,-3.180224173995421,-3.3672958299864786
Archon,Edilson Lima,1,20,120.84932098765432,30,45.48544117647059,0,0,0.9666666666666668,0,8,11,0.09531017980432493,5.1140023972115936,-0.8472978603872038,-3.367295829986478
Archon,HoangNB,1,20,120.84932098765432,30,45.48544117647059,0,0,0.9666666666666668,0,8,11,-13.815510557964274,5.1140023972115936,-13.815510557964274,-3.367295829986478
Archon,Michaelzag,1,20,120.84932098765432,30,45.48544117647059,0,0,0.9666666666666668,0,8,11,1.7047480922384253,5.1140023972115936,-3.0445224377234235,-3.367295829986478
Archon,Wirasm,1,20,120.84932098765432,30,45.48544117647059,0,0,0.9666666666666668,0,8,11,-1.4939250253122562,5.1140023972115936,0.8266785731844679,-3.367295829986478
Archon,cannuri,1,20,120.84932098765432,30,45.48544117647059,0,0,0.9666666666666668,0,8,11,2.3978952727983707,5.1140023972115936,-13.815510557964274,-3.367295829986478
Archon,takshit12,1,20,120.84932098765432,30,45.48544117647059,0,0,0.9666666666666668,0,8,11,0.20067069546215124,5.1140023972115936,-0.9650808960435873,-3.367295829986478
ColossalAI,1SAA,25,150,40.91129166666666,150,83.26543981481481,150,150,0.6666666666666666,0,30,7545,2.8145337758502627,4.821705804777669,1.0013480774605017,-0.6931471805599454
ColossalAI,Alex_996,1,30,40.91129166666666,30,83.26543981481481,30,30,0.6666666666666666,0,30,1509,7.319202458767849,4.821705804777669,-13.815510557964274,-0.6931471805599454
ColossalAI,Andreas Reischuck,1,30,40.91129166666666,30,83.26543981481481,30,30,0.6666666666666666,0,30,1509,7.319202458767849,4.821705804777669,-13.815510557964274,-0.6931471805599454
ColossalAI,Arsmart1,25,150,40.91129166666666,150,83.26543981481481,150,150,0.6666666666666666,0,30,7545,inf,4.821705804777669,-9.443178758839,-0.6931471805599454
ColossalAI,Baizhou Zhang,2500,1500,40.91129166666666,1500,83.26543981481481,1500,1500,0.6666666666666665,0,30,75450,inf,4.821705804777669,-3.382373256039005,-0.6931471805599455
ColossalAI,BigOneLiXiaoMing,1,30,40.91129166666666,30,83.26543981481481,30,30,0.6666666666666666,0,30,1509,inf,4.821705804777669,-13.815510557964274,-0.6931471805599454
ColossalAI,Bin Jia,196,420,40.91129166666666,420,83.26543981481481,420,420,0.6666666666666666,0,30,21126,2.1392915668165613,4.821705804777669,-1.2793518086134434,-0.6931471805599454
ColossalAI,Blagoy Simandoff,1,30,40.91129166666666,30,83.26543981481481,30,30,0.6666666666666666,0,30,1509,7.319202458767849,4.821705804777669,-13.815510557964274,-0.6931471805599454
ColossalAI,BlueRum,576,720,40.91129166666666,720,83.26543981481481,720,720,0.6666666666666666,0,30,36216,4.007995017571206,4.821705804777669,-2.8249505856666044,-0.6931471805599454
ColossalAI,Boyuan Yao,3364,1740,40.91129166666666,1740,83.26543981481481,1740,1740,0.6666666666666666,0,30,87522,1.6347907229826015,4.821705804777669,-1.6148056288509196,-0.6931471805599455
