Project Name,Author,Total Commits,Total PRs,Total Issues,Total Code Reviews,Total CI/CD Runs,Total Deployments,Total Contributors,Bug Fix Commit Count,Defect Density (Bugs per LOC),Failed Build/Test Rate,Lead Time for Changes (hours),Deployment Frequency,Code Churn per PR,Issue Re-opening Rate,CI/CD Success Rate,Avg PR Merge Time (hours),Avg Issue Resolution Time (hours)
ColossalAI,Nikita Shupeyko,1,30,30,30,30,0,30,1509,1509.0,0.3333333333333333,124.17673148148148,0.0,0.0,48.67741935483871,0.00018705574261129818,0.011479038065843621,0.023362918017624808
ColossalAI,Ofey Chan,49,210,210,210,210,0,30,10563,inf,0.3333333333333333,124.17673148148148,0.0,0.06451612903225803,48.67741935483871,0.0013093901982790873,0.08035326646090535,0.16354042612337366
ColossalAI,Orion-Zheng,1,30,30,30,30,0,30,1509,1509.0,0.3333333333333333,124.17673148148148,0.0,0.0,48.67741935483871,0.00018705574261129818,0.011479038065843621,0.023362918017624808
ColossalAI,Pascal Grange,4,60,60,60,60,0,30,3018,-22.461844005777564,0.3333333333333333,124.17673148148148,0.0,5.951612903225806,48.67741935483871,0.00037411148522259637,0.022958076131687242,0.046725836035249615
ColossalAI,Pengtai Xu,25,150,150,150,150,0,30,7545,922.7654761904762,0.3333333333333333,124.17673148148148,0.0,-0.3870967741935484,48.67741935483871,0.0009352787130564907,0.057395190329218096,0.11681459008812403
ColossalAI,QinLuo,1,30,30,30,30,0,30,1509,8.982142857142858,0.3333333333333333,124.17673148148148,0.0,5.387096774193548,48.67741935483871,0.00018705574261129818,0.011479038065843621,0.023362918017624808
ColossalAI,Richard Hattersley,36,180,180,180,180,0,30,9054,inf,0.3333333333333333,124.17673148148147,0.0,0.0,48.67741935483871,0.0011223344556677889,0.06887422839506172,0.14017750810574883
ColossalAI,Rocky Duan,1,30,30,30,30,0,30,1509,1509.0,0.3333333333333333,124.17673148148148,0.0,0.0,48.67741935483871,0.00018705574261129818,0.011479038065843621,0.023362918017624808
ColossalAI,Runyu Lu,576,720,720,720,720,0,30,36216,inf,0.3333333333333333,124.17673148148147,0.0,8.420698924731182,48.67741935483871,0.0044893378226711555,0.27549691358024686,0.5607100324229953
ColossalAI,Saurav Maheshkar,9,90,90,90,90,0,30,4527,712.5833333333334,0.3333333333333333,124.17673148148147,0.0,0.08602150537634407,48.67741935483871,0.0005611672278338944,0.03443711419753086,0.07008875405287442
