Field,Value
"Tony S Yu,Adrian Price-Whelan",2
"Tom Sarantis,Elliott Sales de Andrade",2
"Tom Neep,Jouni K. Seppänen",2
"Todd Miller,Steve Chaplin",2
"Tobias Megies,Michael Droettboom",2
"Tim Hoffmann,pharshalp",2
"Eric Firing,Steve Chaplin",2
"Tim Hoffmann,lganic",2
"Tim Hoffmann,dependabot[bot]",2
"Tim Hoffmann,Steffen Rehberg",2
"Andrew Straw,Norbert Nemec",2
"Andrew Straw,Jae-Joon Lee",2
"Tim Hoffmann,Oriol Abril",2
"Tim Hoffmann,Harshal Prakash Patankar",2
"Tim Hoffmann,Eric Prestat",2
"Antony Lee,Alvaro Sanchez",2
"Till Stensitzki,Damon McDougall",2
"Tian Xia,Paul Hobson",2
"Thomas Spura,Elliott Sales de Andrade",2
"Thomas Levine,hannah",2
"Thomas A Caswell,shawnchen",2
"Eric Prestat,Elliott Sales de Andrade",2
"Eric Ma,Jens Hedegaard Nielsen",2
"Eric Larson,Tim Hoffmann",2
"Eric Larson,Thomas A Caswell",2
"Eric Larson,Elliott Sales de Andrade",2
"Eric Firing,pkienzle",2
"Eric Firing,pharshalp",2
"Thomas A Caswell,hershen",2
"Thomas A Caswell,Víctor Zabalza",2
"Antony Lee,Frank Sauerburger",2
"Antony Lee,Jouni K. Seppänen",2
"Thomas A Caswell,Mad Physicist",2
"Thomas A Caswell,Julian Mehne",2
"Thomas A Caswell,Jens H Nielsen",2
"Thomas A Caswell,ImportanceOfBeingErnest",2
"Thomas A Caswell,Ian Thomas",2
"Thomas A Caswell,Cimarron Mittelsteadt",2
"Divyam Madaan,David Stansby",2
"Dietrich Brunn,Eric Firing",2
"Antony Lee,Paul Gierz",2
"Antony Lee,Olivier C",2
"Taehoon Lee,Elliott Sales de Andrade",2
"Taehoon Lee,David Stansby",2
"Stuart Mumford,Thomas A Caswell",2
"Steve Chaplin,Norbert Nemec",2
"Steve Chaplin,Jochen Voss",2
"Steve Chaplin,Darren Dale",2
"Steffen Rehberg,MeeseeksMachine",2
"Steffen Rehberg,Jody Klymak",2
"Stefan van der Walt,Christoph Gohlke",2
"Stefan Mitic,Antony Lee",2
"Antony Lee,Stefan Mitic",2
"Antony Lee,Ryan May",2
"SnorfYang,Ruth Comer",2
"Felix Goudreault,Thomas A Caswell",2
"Felipe,Michael Droettboom",2
